text,label
" The matter was set down for trial by counsel for the plaintiff in 
September 2007. On May 5, 2008, it was pre-tried by Walters J. After 
that pre-trial, it was spoken to at the Assignment Courts of July, 
August, September, October and November, 2008. Finally in 
December 2008, on consent, it was put on the long trial list by order of Glithero J.",facts
" The matter was scheduled for trial for the sittings commencing March 
22, 2010. A pre- trial was held before me on January 20th, 2010 at 
which time the parties indicated that this motion was before the court. 
In the circumstances, the parties consented to me dealing with the 
motion by teleconference call on January 27th, 2010.",facts
"The Plaintiff claims damages for personal injuries and serious 
impairment of important bodily functions. Specifically, the Plaintiff is 
alleging that she has sustained permanent and lasting injuries. In 
addition, the Plaintiff is claiming to have suffered loss of income 
(past and future) and future earning capacity.",facts
"The Plaintiff's solicitor originally consented to the assessment, 
however on December 31, 2009 he withdrew this consent and noted 
that he would not have his client be seen by a defence 
neuropsychologist. He invited the Defendant to bring this matter up at the pre-trial.",facts
"It is ordered that the Plaintiff attend at the neurological medical assessment with Dr. Duncan on February 1 and 3, 2010.",outcome
"It is ordered that this motion be continued on February 22, 2010 at
9:15am by telephone conference call to my office at which time the 
status of the matter will be discussed and the issue of costs of this 
motion will be determined. The telephone conference call shall be 
arranged through the office of the Trial Co-ordinator at Simcoe.",outcome
NFC Acquisition v. Centennial 2000 Inc.,dec_name
SUPERIOR COURT OF JUSTICE ONTARIO,court
CAMERON J.,judge
"NFC ACQUISITION L.P. AND NFC ACQUISITION CORP.
",counsel
"CENTENNIAL 2000 INC., CIC FOODS INC. AND CENTENNIAL FOODS PARTENRSHIP",counsel
"The plaintiffs (the “Purchasers”) acquired from the defendants (the “Vendors”) all of the 
units of New Foods Classic Partnership (“NFC”) for $40,753,000 pursuant to a Unit Purchase Agreement (the “Purchase Agreement”) 
dated February 3, 2006 and closed February 6, 2006.",facts
"The Purchasers, the Vendors and Computershare Trust Company of Canada (the “Escrow Agent”) 
entered into an Escrow Agreement dated February 6, 2006 pursuant to which $5 million of the purchase price (the “Escrow Amount”) was paid to the Escrow Agent, to be released to the Vendors subject to the terms of the Purchase Agreement and the Escrow Agreement.",facts
" On March 31, 2007, all but $1 million of the Escrow Amount was released to the Vendors.",facts
"On March 28, 2008, the Purchasers submitted a claim for indemnification pursuant to the Purchase Agreement based on the 
right to indemnification under s. 6.1(g) and s. 6.1(m) and a notice was sent to the Escrow Agent advising it of the 
claim for indemnification and requesting that the remaining Escrowed Amount of $1 million be held until the claim for 
indemnification is resolved.",facts
The Vendors did not accept the claim for indemnification. The $1 million remains in escrow pending resolution of this action or the joint instructions of the Purchaser and Vendors.,facts
"This action to enforce the Purchasers’ right to indemnification was commenced by way of notice of action on May 16, 2008. 
The Vendors served their statement of defence and counterclaim on October 16, 2009.",facts
The Purchasers’ motion for summary judgment under Rules 20.01(1) and 20.04(2)(a) is dismissed.,outcome
The Vendor’s motion for summary judgment dismissing the Purchasers’ action is granted and the $1 million remaining as the Escrow Amount may be released to the Vendors.,outcome
"The parties have agreed to costs of $27,500 payable by the Purchasers to the Vendors.",outcome
Expedition Helicopters Inc. v. Honeywell Inc.,dec_name
SUPERIOR COURT OF JUSTICE ONTARIO,court
The Honourable Madam Justice L. L. Gauthier,judge
EXPEDITION HELICOPTERS INC.,counsel
HONEYWELL INC.,counsel
"
The plaintiff, Expedition Helicopters Inc. (“Expedition”), is an Ontario corporation with its head office in Cochrane, Ontario. It 
operates helicopter charters for mining, forestry, exploration and government agencies, primarily in Ontario and, occasionally, 
in other provinces in Canada.",facts
"The defendant, Honeywell Inc. (“Honeywell”), is a global provider of engines, avionics and other systems in the aviation and 
aerospace industry. It leases helicopter engines, including the engine which is the subject of the lawsuit.",facts
"The subject engine was manufactured in Williamsport, Pennsylvania and converted to specific configurations at Honeywell’s repair 
and overhaul facility in Greer, South Carolina, in 2007.",facts
" In early June 2007, Expedition arranged with Honeywell to obtain a “loaner” engine, from the Greer repair and overhaul unit.",facts
" It was agreed that an engine would be provided for a period of two to six weeks, or up to one year, if required, at the rate of 
$100 per day or $95 per helicopter operating hour, whichever amount was greater.",facts
" On June 14, 2007, the subject engine was shipped from Greer, South Carolina, to Expedition at Saskatoon, Saskatchewan.",facts
"  The engine was installed into Expedition’s Astar 350 C-FLUK Helicopter, at Points North, Saskatchewan, on June 17, 2007.

",facts
" A Bailment Agreement (the “Agreement”) was emailed from Honeywell at Greer, to the Director of Maintenance for Expedition, 
on June 23, 2007. The Director of Maintenance signed the agreement and faxed it back to Honeywell at Greer on June 25, 2007.",facts
"According to the record, both actions are still in the early stages of litigation. Honeywell’s U.S. counsel has refused the request by 
Expedition’s counsel to allow the jurisdiction issue to be resolved before further steps are taken in the action. It has not been alleged
that Honeywell would be prejudiced by waiting for the outcome of the Ontario matter. I must agree with Expedition that this approach 
suggests an attempt to gain procedural advantage.",outcome
"I am satisfied that the plaintiff has shown sufficiently strong reasons to support the conclusion that it would be neither just, nor 
reasonable, in the circumstances, to require Expedition to be bound by the forum selection clause.",outcome
"Accordingly, the motion is dismissed.
",outcome
Goldentuler v. Toronto Dominion Bank et al,dec_name
SUPERIOR COURT OF JUSTICE - ONTARIO,court
Justice D. Gunsolus,judge
"Daniel Roncari, for the Plaintiff",counsel
"Evert Van Woudenberg, for the Defendant",counsel
"The plaintiff was neither a client, nor a “near client” of Gardner Roberts;",facts
 No relevant or confidential information was disclosed by the plaintiff;,facts
"Any information that was disclosed was in no way relevant to the within action (which deals with alleged improper investment advice);

",facts
There is no risk that confidential information will be used to the prejudice of the plaintiff.,facts
"To that end, neither branch of the test for leave to appeal is met in this motion. Justice McEwen found that the plaintiff was neither a client nor “near client” of either Mr. Tighe or Gardner Roberts. He further found that no confidential information was disclosed by the plaintiff in any event, and his findings of fact deserve deference.
",outcome
"This motion for leave to appeal is dismissed. Mr. Tighe and Gardner Roberts have succeeded in having this motion for leave to appeal 
dismissed. The plaintiff shall pay to Gardner Roberts, costs on a partial indemnity basis, inclusive of disbursements and GST in the amount of $4,500.",outcome
